YearStart,LocationAbbr,DataValue,Stratification1
2021,MN,138.4,"American Indian or Alaska Native, non-Hispanic"
2021,MD,14.2,"Multiracial, non-Hispanic"
2021,MO,26.4,"Multiracial, non-Hispanic"
2021,MS,104.3,"Asian, non-Hispanic"
2021,MS,46.6,Hispanic
2021,MN,66.4,"Black, non-Hispanic"
2021,MI,293.4,"Black, non-Hispanic"
2021,MD,65.8,"Asian, non-Hispanic"
2021,NE,158.4,"American Indian or Alaska Native, non-Hispanic"
2021,MS,160.1,"American Indian or Alaska Native, non-Hispanic"
2021,MI,60.8,"Asian, non-Hispanic"
2021,MI,290.0,"White, non-Hispanic"
2021,MA,213.7,"White, non-Hispanic"
2021,NE,232.9,"White, non-Hispanic"
2021,MI,78.3,Hispanic
2021,MO,279.9,"White, non-Hispanic"
2021,MN,40.7,"Asian, non-Hispanic"
2021,MN,178.3,"White, non-Hispanic"
2021,MA,110.8,"Black, non-Hispanic"
2021,MO,49.1,Hispanic
2021,NE,109.5,"Black, non-Hispanic"
2021,MT,68.7,Hispanic
2021,MI,41.9,"Multiracial, non-Hispanic"
2021,MD,259.8,"White, non-Hispanic"
2021,MD,199.6,"Black, non-Hispanic"
2021,MN,22.2,"Multiracial, non-Hispanic"
2021,MS,350.7,"White, non-Hispanic"
2021,NE,33.1,Hispanic
2021,MO,77.4,"American Indian or Alaska Native, non-Hispanic"
2021,MA,50.5,Hispanic
2021,MD,36.4,Hispanic
2021,MI,175.2,"American Indian or Alaska Native, non-Hispanic"
2021,MT,200.9,"American Indian or Alaska Native, non-Hispanic"
2021,MO,66.5,"Asian, non-Hispanic"
2021,MA,27.0,"Multiracial, non-Hispanic"
2021,NV,248.6,"Hawaiian or Pacific Islander, non-Hispanic"
2021,NY,269.6,"White, non-Hispanic"
2021,ND,205.7,"White, non-Hispanic"
2021,OK,387.7,"White, non-Hispanic"
2021,OH,55.0,Hispanic
2021,NY,101.7,Hispanic
2021,NJ,70.5,Hispanic
2021,OK,120.1,"Multiracial, non-Hispanic"
2021,NC,245.5,"White, non-Hispanic"
2021,OK,243.9,"American Indian or Alaska Native, non-Hispanic"
2021,NC,182.2,"American Indian or Alaska Native, non-Hispanic"
2021,NC,202.2,"Black, non-Hispanic"
2021,NV,157.2,"Asian, non-Hispanic"
2021,OH,53.9,"Asian, non-Hispanic"
2021,NJ,280.9,"White, non-Hispanic"
2021,OK,89.5,"Asian, non-Hispanic"
2021,OH,11.3,"Multiracial, non-Hispanic"
2021,ND,199.0,"American Indian or Alaska Native, non-Hispanic"
2021,NH,97.6,"Black, non-Hispanic"
2021,NJ,21.7,"Multiracial, non-Hispanic"
2021,NM,120.7,Hispanic
2021,NY,19.5,"Multiracial, non-Hispanic"
2021,OK,278.2,"Black, non-Hispanic"
2021,NC,11.5,"Multiracial, non-Hispanic"
2021,NY,99.0,"Asian, non-Hispanic"
2021,NV,361.3,"White, non-Hispanic"
2021,OH,243.8,"Black, non-Hispanic"
2021,NM,115.5,"American Indian or Alaska Native, non-Hispanic"
2021,OH,288.4,"White, non-Hispanic"
2021,NC,27.2,Hispanic
2021,NJ,207.0,"Black, non-Hispanic"
2021,NM,93.2,"Asian, non-Hispanic"
2021,NH,224.4,"White, non-Hispanic"
2021,NV,215.1,"American Indian or Alaska Native, non-Hispanic"
2021,OK,50.9,Hispanic
2021,NV,271.8,"Black, non-Hispanic"
2021,NY,236.5,"Black, non-Hispanic"
2021,NV,49.7,"Multiracial, non-Hispanic"
2021,NM,213.8,"Black, non-Hispanic"
2021,NV,68.7,Hispanic
2021,NM,330.0,"White, non-Hispanic"
2021,OH,91.5,"American Indian or Alaska Native, non-Hispanic"
2021,NH,41.1,Hispanic
2021,NC,54.3,"Asian, non-Hispanic"
2021,NY,136.2,"American Indian or Alaska Native, non-Hispanic"
2021,NJ,66.9,"Asian, non-Hispanic"
2021,TN,34.3,Hispanic
2021,PA,235.8,"Black, non-Hispanic"
2021,OR,128.6,"Hawaiian or Pacific Islander, non-Hispanic"
2021,TX,88.1,Hispanic
2021,OR,35.7,Hispanic
2021,SC,239.0,"Black, non-Hispanic"
2021,PA,290.1,"White, non-Hispanic"
2021,TX,185.3,"Black, non-Hispanic"
2021,TN,233.1,"Black, non-Hispanic"
2021,OR,162.1,"American Indian or Alaska Native, non-Hispanic"
2021,SC,263.2,"White, non-Hispanic"
2021,PA,61.0,"Asian, non-Hispanic"
2021,RI,39.9,Hispanic
2021,RI,281.8,"White, non-Hispanic"
2021,TX,142.7,"Hawaiian or Pacific Islander, non-Hispanic"
2021,TN,303.4,"White, non-Hispanic"
2021,RI,56.9,"Asian, non-Hispanic"
2021,TN,64.0,"Asian, non-Hispanic"
2021,TX,59.2,"Asian, non-Hispanic"
2021,PA,52.2,Hispanic
2021,SD,172.0,"American Indian or Alaska Native, non-Hispanic"
2021,SD,211.7,"White, non-Hispanic"
2021,OR,227.6,"White, non-Hispanic"
2021,TX,271.7,"White, non-Hispanic"
2021,SC,57.7,"Asian, non-Hispanic"
2021,SC,144.6,"American Indian or Alaska Native, non-Hispanic"
2021,TN,14.9,"Multiracial, non-Hispanic"
2021,TX,58.8,"American Indian or Alaska Native, non-Hispanic"
2021,RI,107.2,"Black, non-Hispanic"
2021,OR,34.3,"Multiracial, non-Hispanic"
2021,SC,36.7,Hispanic
2021,OR,153.7,"Black, non-Hispanic"
2021,PA,13.4,"Multiracial, non-Hispanic"
2021,TX,12.0,"Multiracial, non-Hispanic"
2021,OR,63.9,"Asian, non-Hispanic"
2021,UT,119.3,"American Indian or Alaska Native, non-Hispanic"
2021,WA,134.8,"Black, non-Hispanic"
2021,UT,41.9,Hispanic
2021,WI,247.8,"White, non-Hispanic"
2021,WA,37.0,Hispanic
2021,VA,237.1,"White, non-Hispanic"
2021,VA,29.7,Hispanic
2021,WI,181.6,"Black, non-Hispanic"
2021,UT,151.2,"White, non-Hispanic"
2021,US,36.1,"Multiracial, non-Hispanic"
2021,WA,214.9,"White, non-Hispanic"
2021,WA,73.1,"Asian, non-Hispanic"
2021,WI,40.7,Hispanic
2021,WA,39.1,"Multiracial, non-Hispanic"
2021,WA,207.9,"American Indian or Alaska Native, non-Hispanic"
2021,US,216.2,"Black, non-Hispanic"
2021,US,269.9,"White, non-Hispanic"
2021,UT,43.7,"Asian, non-Hispanic"
2021,VA,90.8,"American Indian or Alaska Native, non-Hispanic"
2021,WV,327.3,"White, non-Hispanic"
2021,WI,18.2,"Multiracial, non-Hispanic"
2021,VA,21.1,"Multiracial, non-Hispanic"
2021,US,153.3,"American Indian or Alaska Native, non-Hispanic"
2021,UT,95.7,"Black, non-Hispanic"
2021,WV,62.3,Hispanic
2021,US,75.6,Hispanic
2021,WA,169.6,"Hawaiian or Pacific Islander, non-Hispanic"
2021,UT,131.2,"Hawaiian or Pacific Islander, non-Hispanic"
2021,WI,56.8,"Asian, non-Hispanic"
2021,VT,261.6,"White, non-Hispanic"
2021,VA,211.9,"Black, non-Hispanic"
2021,WI,161.8,"American Indian or Alaska Native, non-Hispanic"
2021,US,160.0,"Hawaiian or Pacific Islander, non-Hispanic"
2021,US,86.4,"Asian, non-Hispanic"
2021,WV,259.1,"Black, non-Hispanic"
2021,VA,59.7,"Asian, non-Hispanic"
2021,WY,78.6,Hispanic
2021,WY,215.8,"White, non-Hispanic"
